Spanish Word,Translation,Gender,Part-of-Speech
trascender,"to transcend, to go beyond",,{vi}
trascribir,alternative form of transcribir,,{v}
trascripción,alternative form of transcripción,f,{noun}
trascurrir,alternative form of transcurrir,,{v}
trascurso,alternative form of transcurso,m,{noun}
trasegar,"To tope, booze (drink alcohol excessively); To transfer (liquid from one container to another)",,{v}
traserito,diminutive form of trasero,m,{noun}
trasero,"back, back-side, rear-side, posterior; butt",,{adj}; {noun}
trasferencia,alternative form of transferencia,f,{noun}
trasferir,alternative form of transferir,,{v}
trasfigurar,alternative form of transfigurar,,{v}
trasfondo,background,m,{noun}
trasformación,alternative form of transformación,f,{noun}
trasformador,alternative form of transformador; alternative form of transformador,,{adj}; {noun}
trasformar,alternative form of transformar,,{v}
trasfusión,alternative form of transfusión,f,{noun}
trasgredir,alternative form of transgredir,,{v}
trashumante,migratory; transhumant (moving from winter to summer paste),,{adj}
trasiego,hustle and bustle; transfer,m,{noun}
traslación,translation,"f [physics, geometry]",{noun}
trasladar,"to copy, to transcribe; to move; to transfer; to translate; to transmit",,{v}
traslado,"copy; move, removal; transfer",m,{noun}
traslapar,to overlap,,{v}
traslúcido,alternative form of translúcido,,{adj}
traslucirse,to show (through),,{v}
trasmisión,alternative form of transmisión,f,{noun}
trasmitir,alternative form of transmitir,,{v}
trasmontano,alternative form of transmontano,,{adj}
trasmutación,alternative form of transmutación,f,{noun}
trasmutar,alternative form of transmutar,,{v}
trasnochar,to stay awake all night,,{v}
trasparencia,alternative form of transparencia,f,{noun}
trasparentar,alternative form of transparentar,,{v}
trasparente,alternative form of transparente,,{adj}
traspasar,"to overstep (limits); to penetrate; to pierce; to transfer; to violate (rules, laws etc)",,{v}
traspaso,"passing, crossing; piercing; transfer; transgression, violation; trespass",m,{noun}
traspatio,backyard,m,{noun}
traspirar,alternative form of transpirar,,{v}
trasplantar,to transplant,,{v}
trasplante,transplant,m,{noun}
trasponer,alternative form of transponer,,{v}
trasportación,alternative form of transportación,f,{noun}
trasportador,alternative form of transportador; alternative form of transportador,,{adj}; {noun}
trasportar,alternative form of transportar,,{v}
trasporte,alternative form of transporte,m,{noun}
trasquilado,"ruined, damaged, screwed up, fleeced",,{adj} [colloquial]
trasquilar,to shear,,{v}
trastabillar,"To stumble; To stutter, stammer",,{v}
trastienda,backroom (room located in the rear of a shop),f,{noun}
trasto,piece of furniture; utensil,m,{noun}
trastocar,"to upset, unsettle",,{vt}
trastornado,"crazy; disordered, disturbed",,{adj}
trastornar,"to drive crazy, insane; to upset",,{v}
trastorno,"disturbance, disorder",m,{noun}
trastorno bipolar,bipolar disorder,m,{noun}
trasvasar,alternative form of transvasar,,{v}
trasversal,alternative form of transversal,,{adj}
trasverso,alternative form of transverso,,{adj}
trata,"trade, slave trade",f,{noun}
tratable,"tractable, sociable",,{adj}
tratado,treaty,m,{noun}
tratamiento,treatment,m,{noun}
tratar,to be about; to treat; to try,,{v}
trato,behaviour; deal; treatment,m,{noun}
trauma,trauma,m,{noun}
traumatizar,to traumatize,,{v}
traumatología,traumatology (branch of medicine),f,{noun}
traumático,traumatic,,{adj}
travesía,"traverse, crossing; trip, journey",f,{noun}
travesaño,crossbeam; rung of a ladder; crossbar,f [architecture]; f; f [sport],{noun}
travestí,transvestite,mf,{noun}
travesti,transvestite,mf,{noun}
travesura,prank,f,{noun}
travieso,"naughty, mischievous; playful; suggesting mirth or fun",,{adj}
través,bent (unusual),m,{noun}
tórax,thorax,m [anatomy],{noun}
trayecto,route,m,{noun}
trayectoria,"sequence of events of a professional career, artistic career, a social group, a war, etc; trajectory",f,{noun}
trazador,"plotter (type of printer); designer, planner; tracer",m [computing]; m; m [military],{noun}
trazar,to draw; to trace,,{vt}
trazo,line (writing); stroke (writing),m,{noun}
trébol,"club; clover; trefoil; trefoil, shamrock",m [card games]; m; m [heraldiccharge]; m,{noun}
tríceps,triceps,m,{noun}
tríceps braquial,triceps brachii,m,{noun}
tríceps sural,triceps surae,m,{noun}
trebejar,"to play; to romp, frisk, gambol",,{v} [rare]; {v}
trebejo,"diversion, pastime; joke, jest; chess piece; toy; tool, utensil, instrument","m [archaic, obsolete]; m; m; m [usually, plural]",{noun}
trece,thirteen,cardinal num [cardinal],{noun}
trecho,"distance, stretch, extension (in space or time); way, trail, walk",m,{noun}
tregua,"rest, break; truce",f,{noun}
trehalasa,trehalase,f [enzyme],{noun}
trehalosa,trehalose,f [carbohydrates],{noun}
treinta,thirty,cardinal num [cardinal],{noun}
treintaytantos,thirtysomething,cardinal num,{noun}
tremedal,"quag, quagmire",m,{noun}
tremendamente,tremendously,,{adv}
tremendo,tremendous,,{adj}
tren,train,m,{noun}
tren interurbano,commuter rail,m,{noun}
trentón,thirtysomething,m,{noun}
tren ultraligero,ultra light rail,,{n}
trenza,"plait, braid, truss",f,{noun}
trenzar,To plait; to braid,,{v}
treonina,threonine,f [amino acid],{noun}
treosa,threose,m [carbohydrates],{noun}
trepador,climbing; careerist; climber; social climber,,{adj}; {noun}; {noun}; {noun}
trepamonos,climbing frame,m,{noun}
trepanación,trepanation,f [surgery],{noun}
trepar,to climb,,{v}
trepatroncos,"treecreeper, better known as the agateador; woodcreeper",m,{noun}
trepidar,to vibrate,,{v}
treprostinil,treprostinil,m [pharmaceutical drug],{noun}
tres,three,cardinal num [cardinal],{noun}
trescientas,feminine form of trescientos,num,{noun}
trescientos,three hundred,num,{noun}
tres en raya,"tic-tac-toe, or noughts and crosses",m,{noun}
treta,trick,f,{noun}
tráfago,"hustle, bustle; tiring activities, work; traffic",m [colloquial]; m; m,{noun}
tráfico,smuggle; traffic,m [Latin America]; m,{noun}
trófico,trophic,,{adj}
trágicamente,tragically,,{adv}
trágico,"tragic; tragic, distressful",adj [drama],{noun}; {adj}
triangular,triangular; to triangulate,,{adj}; {v}
triario,triarius,m [military of Ancient Rome],{noun}
triatleta,triathlete,mf,{noun}
triatlón,triathlon,m,{noun}
triazina,triazine,f [organic compound],{noun}
tribadismo,"tribadism, a form of lesbian intercourse involving the rubbing together of two partners' vulvae",m,{noun}
tribal,tribal,,{adj}
tribología,tribology,f,{noun}
tribu,tribe,f,{noun}
tribunal,tribunal,m,{noun}
tribunal testamentario,probate court,,{n}
tributar,to render; to pay tribute to,,{v}
tricampeón,three-time champion; one who has won a championship three times,m,{noun}
tricentésimo,three hundredth,,{adj}
triciclo,Any three-wheeled vehicle; tricycle (bicycle with three wheels),m,{noun}
tricloroacetato,trichloroacetate,m [organic compound],{noun}
tricloroacético,trichloroacetic,,{adj}
tricloroetileno,trichloroethylene,m [organic compound],{noun}
triclosán,triclosan,m [organic compound],{noun}
tórico,toric; toroidal,,{adj}
tricofilia,trichophilia,f,{noun}
tricolor,tricolor (having three colors); tricolour (flag),,{adj}; {noun}
tricornio,tri-corn hat,m,{noun}
tricotómico,Pertaining to trichotomy,,{adj}
tricotomía,trichotomy,f,{noun}
tricóptero,caddis fly,m,{noun}
tricótomo,trichotomous,,{adj}
tridecágono,"triskaidecagon, tridecagon",m [geometry],{noun}
tridente,trident (a three-pronged spear),m,{noun}
tridimensional,"three-dimensional, tridimensional",,{adj}
tridisminuido,tridiminished,adj [geometry],{noun}
Trieste,Trieste (town),,{prop}
trietilamina,triethylamine,f [organic compound],{noun}
trifenilmetano,triphenylmethane,m [organic compound],{noun}
trifosfato,triphosphate,m [chemistry],{noun}
trifulca,"punch-up, ruckus; quarrel, row",f,{noun}
triglicérido,triglyceride,m [organic compound],{noun}
trigo,wheat,m,{noun}
trigonometría,trigonometry,f [mathematics],{noun}
trigonométrico,trigonometric,,{adj}
trigésimo,thirtieth; thirtieth,,{adj}; {noun}
trigueño,"Resembling wheat, wheaten",,{adj}
trilingüe,trilingual,,{adj}
trilla,gurnard (fish); threshing,f,{noun}
trillar,to thresh,,{v}
trillizo,triplet; in a group of three; triplet,,{adj}; {noun}
trillón,a quintillion; 1018,m [cardinal],{noun}
trilogía,trilogy,f,{noun}
trimestral,trimestral,,{adj}
trimestre,trimester,m,{noun}
trimetilpentano,trimethylpentane,m [organic compound],{noun}
trimetoprima,trimethoprim,f [organic compound],{noun}
trimétrico,trimetric,,{adj}
trinar,"to warble, chirp",,{v}
trinchar,to carve,,{v}
trinchera,"trench, ditch",f,{noun}
trineo,"sledge, sleigh",m,{noun}
triángulo,control arm; triangle; triangle,m [automotive]; m [geometry]; m [musical instruments],{noun}
triángulo equilátero,equilateral triangle,m [geometry],{noun}
triángulo rectángulo,right triangle,m,{noun}
trinidad,trinity; Trinity (in Christianity),f,{noun}; {prop}
Trinidad,"female given name, referring to the Holy Trinity; Trinidad (island)",,{prop}
Trinidad y Tobago,Trinidad and Tobago,,{prop}
trinitense,Trinidadian and Tobagonian; Trinidadian and Tobagonian,,{adj}; {noun}
trinitrofenol,"trinitrophenol, picric acid",m [organic compound],{noun}
trinitrotolueno,"trinitrotoluene, TNT",m [organic compound],{noun}
trino,chirp,m,{noun}
triosa,triose,f [organic chemistry],{noun}
tripa,"belly; inner tube; intestine, gut; tripe",f,{noun}
tripas,tripe,fp [cooking],{noun}
triple,triple,,{adj}
triple diosa,Triple Goddess,f,{noun}
triple salto,triple jump,m [athletics],{noun}
triplicar,to triplicate; to do something three times,,{v}
tripsina,trypsin,f [enzyme],{noun}
triptamina,tryptamine,f [organic compound],{noun}
triptófano,tryptophan,m [amino acid],{noun}
tripulación,"crew or a ship, plane, or other craft",f,{noun}
tripulado,"manned, crewed",,{adj}
tripulante,crewmember,mf,{noun}
tripular,to man,,{v}
triquetro,triquetrous,,{n}
triquitraque,firecracker,m,{noun}
triquiñuela,trick,f,{noun}
trisección,trisection,f,{noun}
triste,joyless; sad,,{adj}
tristemente,sadly; unfortunately,,{adv}
tristeza,sadness,f,{noun}
Tristán,"male given name, cognate to English Tristan",,{prop}
triterpeno,triterpene,m [organic compound],{noun}
triterpenoide,triterpenoid,m [organic compound],{noun}
triterpénico,triterpenoid,,{adj}
tritio,tritium,m [isotope],{noun}
tritón,merman,m,{noun}
trituradora,shredder,f,{noun}
trituradora de madera,woodchipper,,{n}
triturar,to grind,,{v}
triunfalismo,triumphalism,m,{noun}
triunfante,"triumphant, victorious",,{adj}
triunfar,to triumph,,{v}
triunfo,triumph,m,{noun}
trivial,trivial,,{adj}
trivializar,to trivialize,,{v}
trióxido,trioxide,m,{noun}
triza,fragment,f,{noun}
térmica,thermal,f,{noun}
térmico,thermal,,{adj}
término,end,m,{noun}
trámite,"procedure, step",m,{noun}
tránsfuga,"deserter; fugitive; turncoat, traitor",mf,{noun}
tránsito,"traffic, transit",m,{noun}
trío,"a group of three; trio, threesome",m,{noun}
trocar,to barter,,{v}
trocha,"trail, narrow path",f,{noun}
trocito,"diminutive form of trozo, small piece",m,{noun}
trocánter,trochanter,m [anatomy],{noun}
trocoide,trochoid,f [geometry],{noun}
trofeo,trophy,m,{noun}
trofozoito,trophozoite,m [cytology],{noun}
troglodita,"barbarous, cruel (of a person); Of or pertaining to subterranean life; caveman or cavewoman; troglodyte",,{adj}; {noun}; {noun}
troj,A storeroom specifically used to keep olives separately before being ground; garner,f,{noun}
troja,A slim bag made of linen cloth; garner; saddlebag,f [archaic],{noun}
trol,troll,m [fantasy],{noun}
trola,lie; female prostitute,"f; f [slang, South America]",{noun}
troll,alternative spelling of trol,m,{noun}
tromba,"whirlwind, tornado",f,{noun}
trombina,thrombin,f [enzyme],{noun}
trombón,trombone,m,{noun}
trombocito,thrombocyte; blood platelet,m,{noun}
trombosis,thrombosis,f,{noun}
tromboxano,thromboxane,m [organic compound],{noun}
trombótico,thrombotic,,{adj}
trompa,"tube (especially the Fallopian tube); horn; proboscis; snout (long, projecting nose, mouth and jaw of a beast); trunk (of an elephant)",f [anatomy]; f [musici]; f; f; f,{noun}
trompa de Falopio,Fallopian tube,f [anatomy],{noun}
trompa de los Alpes,alphorn,f,{noun}
trompeta,trumpet; trumpeter,f; mf,{noun}
trompetista,trumpeter,mf,{noun}
trompo,top (spinning toy),m,{noun}
tronar,to thunder,vi [impersonal],{noun}
tronchar,"to crack, to split; to shatter; to snap",,{v}
tronco,"guy, dude; torso; trunk (tree trunk)","m [colloquial, Spain]; m; m",{noun}
tronco del encéfalo,brain stem,m [anatomy],{noun}
tronera,pocket of pool table; small window; porthole,f,{noun}
trono,throne,m,{noun}
tronquito,little trunk,m,{noun}
tropa,"flock, herd; army, troop; troop, crowd",f [Latin America]; f [military]; f,{noun}
tropecientos,zillions,,{adj}
tropel,"mob, crowd; squad, troop; swarm",m,{noun}
tropelía,"outrage, abuse, barbarity",f,{noun}
tropero,cowboy,m [Latin America],{noun}
tropezar,"to get tripped up; to trip, stumble, bump into; to meet (someone) by chance",,{vi}; {vr}
tropezón,"stumbling; stumble, trip (act); bit of meat or other food found in a stew",,{adj}; {noun}; {noun}
tropezoso,"falling, stumbling",,{adj}
tropical,tropical,,{adj}
tropiezo,blunder; setback,m,{noun}
tropo,trope,"m [music, rhetoric]",{noun}
tropomiosina,tropomyosin,f [protein],{noun}
troponina,troponin,f [protein],{noun}
tropopausa,tropopause,f,{noun}
troposfera,troposphere,f,{noun}
trotamundo,"drifter, transient",m,{noun}
trotamundos,globetrotter,m,{noun}
trotar,to trot,,{v}
Troya,Troy,,{prop}
troyano,Trojan,,{adj}
trozo,piece,m,{noun}
trozo de madera,woodchip,,{n}
trépano,drill bit,m,{noun}
trópico,"Of, or relating to tropes and their use; tropic; tropics",,{adj}; {noun}; {noun}
tráquea,"throat, windpipe",f,{noun}
tórsalo,torsalo,m,{noun}
tártaro,Tatar; tartar; hell; tartaric acid; Tatar (person); Tatar (language),,{adj}; {noun}; {noun}; {noun}; {noun}; {prop}
tártaro de Crimea,Crimean Tatar (a Turkic language),,{prop}
tórtola,turtle dove (bird),f,{noun}
tórtola turca,"The collared dove, a bird",f,{noun}
tórtolo,lovebird (person),,{n} [colloquial]
trucar,"tune up, soup up (modify a motor vehicle)",,{v}
trucha,queer; trout,"adj [slang, offensive]; f",{noun}
trucho,male trout,m [humorous],{noun}
truco,trick,m,{noun}
trucos del oficio,tricks of the trade,mp [pluralonly],{noun}
truculento,"deadly, destructive; truculent, cruel, savage",,{adj}
trueno,a clap of thunder; privet,m; m [rare],{noun}
trueque,barter,m,{noun}
trufa,truffle (tuber),f,{noun}
Trujillo,Spanish surname,,{prop}
truncar,"to truncate, to cut off",,{v}
Tsjinval,The capital city of South Ossetia,,{prop}
tsunami,tsunami,m,{noun}
tótem,totem; totem pole,m,{noun}
títere,marionette; puppet,m,{noun}
título,title,m,{noun}
tu,apocopic form of tuyo Your,adj [before the noun],{noun}
TU,"Tren Urbano, the metro system used in San Juan, Puerto Rico",initialism,{noun}
tubería,"tubing, piping",f,{noun}
tubo,tube,m,{noun}
tubo de ensayo,test tube,m,{noun}
tubo de escape,tailpipe; exhaust pipe,m,{noun}
tubo neural,neural tube,m [anatomy],{noun}
tubérculo,tubercle,"m [anatomy, botany, pathology, mycology]",{noun}
tubular,tubular,,{adj}
tubulina,tubulin,f [protein],{noun}
tucán,A toucan,m,{noun}
tuerca,nut (for a bolt),f,{noun}
tuerto,one-eyed; one-eyed person,,{adj}; {noun}
tufo,"a wisp (of hair); bad breath; foul odor, stench",m,{noun}
tuitear,to tweet,,{v} [Internet]
tula,penis,"f [vulgar, Chile]",{noun}
tule,tule (freshwater sedge),m,{noun}
tulio,thulium,m,{noun}
tulipán,a tulip,m,{noun}
tullido,"crippled; paralyzed; cripple, handicapped person",,{adj}; {noun}
tu madre,"Similar to the English version, a catch-all retort; shut the fuck up. Literally: your mom","f [pejorative, slang]",{noun}
tumba,grave,f,{noun}
tumbaburros,dictionary,m [slang],{noun}
tumbado,lying down,,{adj}
tumbar,"to fall; to lie down; to knock over, tip (make fall); to lay, have sex (with)",,{vi}; {vr}; {vt}; {vt}
tumbarse a la bartola,To hit the hay; hit the sack,v [idiomatic],{noun}
tumbón,lazy; sly,,{adj} [colloquial]
tumbona,"lounger (chair), sun-lounger, recliner, easy chair, deckchair, beach chair",f,{noun}
tumor,tumor,m,{noun}
tumoral,tumoral,,{adj}
tuna,"nopal; prickly pear, the fruit of the nopal cactus (scientific names: genus Opuntia, Opuntia ficus-indica); a college singing group, wearing ornate clothes, called in the Americas estudiantina (see Tuna (music))",f; f [Spain],{noun}
tunante,"loafing; tricky, deceptive; crook; loafer",,{adj}; {noun}; {noun}
tundir,to mow; to shear; to thrash,,{v}
tundra,tundra,f,{noun}
tunear,To be crooked or deceitful,,{v}
tunecino,Tunisian; Tunisian,,{adj}; {noun}
tuneladora,tunneler (device for making tunnels),f,{noun}
tungsteno,tungsten (chemical element),m,{noun}
turanosa,turanose,f [carbohydrates],{noun}
turba,mob; peat,f,{noun}
turbante,turban,m,{noun}
turbar,to confuse; to disturb,,{v}
turbina,turbine,f,{noun}
turbio,turbid,,{adj}
turbulencia,turbulence; turbulent times,f,{noun}
turbulento,turbulent,,{adj}
turíbulo,"censer, thurible",m,{noun}
turca,penis; Turk,"f [Nicaragua, offensive]; f",{noun}
turco,"Turkish; (Central America) it is used infrequently to refer to a Turk, but it is most often used to refer to an Arab or a Jew. In general, it is a non-offensive synonym of Sand-Nigger. i.e. ""Los Turcos son los dueños de todas las tiendas de tela"". Here, 'Turcos' refers to the Arabs. ""Los Turcos son los dueños de todas las casas de empeño"". Here it refers to the Jews.; Turk; the Turkish language",,{adj}; {noun}; {noun}; {prop}
turcomano,Turkoman (Turkmen); Turkoman (Turkmen),,{adj}; {noun}
turismo,tourism,m,{noun}
turismo sexual,sex tourism,m,{noun}
turista,tourist,mf,{noun}
Turkmenistán,Turkmenistan,,{prop}
turkmeno,Turkmen; Turkmen,,{adj}; {noun}
turmalina,tourmaline,f,{noun}
turón,"polecat, weasel",m,{noun}
turnar,to alternate; to take turns,,{v}
turnarse,To take turns,,{vr}
turno,"duty, guard; shift; turn",m,{noun}
turquí,Turkish,,{adj} [obsolete]
Turquía,Turkey (country at intersection of Europe and Asia),,{prop}
turquear,to beat up somebody,,"{v} [Nicaragua, vulgar]"
turquesa,turquoise; turquoise (gemstone); turquoise (color),,{adj}; {noun}; {noun}
turrón,A sweet made from almonds. Similar to nougat,m,{noun}
turístico,touristic,,{adj}
tururú,"(to be) crazy, nuts",,{adj}
tusar,to shear,v [Latin America],{noun}
tusilago,coltsfoot,m,{noun}
tutú,tutu,m,{noun}
tuétano,"marrowbone; marrow, bone marrow",m,{noun}
tutear,"To address someone informally, with tú, to thou",,{v}
tutela,custody; title,f,{noun}
tutelaje,tutelage,m,{noun}
tuteo,"In Spanish dialects, the use of the pronoun tú as opposed to vos; The use of informal as opposed to polite pronouns",m,{noun}
tuto,sleepiness; thigh,"m [Chile, childish]; m [Chile]",{noun}
Tuvalu,Tuvalu,,{prop}
tuvaluano,Tuvaluan; Tuvaluan,,{adj}; {noun}
tuxtleco,Of or pertaining to the Mexican city of Tuxtla Gutiérrez,,{adj}
tuya,"feminine form of tuyo Yours, your; (Thuja) thuja; tuya; feminine form of tuyo Yours",,{adj}; {noun}; {noun}; {pron}
tuya articulada,sandarac (Tetraclinis articulata Masters),f [plant],{noun}
tuyas,"feminine plural of tuyo Yours, your; feminine plural of tuyo Yours",,{adj}; {pron}
tuyo,"Yours, your; Yours",,{adj}; {pron}
tuza,gopher,f [Mexico],{noun}
tv,(television) TV,f,{noun}
TV3,Televisio de Catalunya Catalan Public Television,,{abbr}
TVE,TV España,,{abbr}
twittear,to tweet,,{v} [Internet]
twittero,twitterer (someone who uses the microblogging website Twitter),"m [neologism, Internet]",{noun}
tóxico,toxic,,{adj}
tzompantli,alternative spelling of zompantli,m,{noun}
úlcera,ulcer,f,{noun}
últimamente,"recently, lately",,{adv}
último,final; last; finally; latest; most recent,,{adj}
únicamente,"only, uniquely",,{adv}
único,solitary; alone; unique; sole; single; only,,{adj}
úrico,uric,,{adj}
úrsido,Ursid,m,{noun}
Úrsula,"female given name, cognate to English Ursula",,{prop}
útero,uterus; womb,m,{noun}
útil,helpful; useful,,{adj}
útiles,tools; implements,mp,{noun}
útilmente,usefully,,{adv}
u,or; Name of the letter U; The 22nd letter of the Spanish alphabet,,{conj}; {noun}; {letter}
U,The 22nd letter of the Spanish alphabet,,{letter}
uña,"claw; hoof; stinger; nail, fingernail, toenail",f,{noun}
uña de caballo,coltsfoot,f,{noun}
Uagadugú,Ouagadougou,,{prop}
ualabí,wallaby,m,{noun}
uapití,elk; wapiti,m,{noun}
ubicación,position; location,f,{noun}
ubicar,to be located: localizarse; to position oneself: situarse; to find: localizar; to position; to place: situar,,{vr}; {vt}; {vt}
ubicuidad,ubiquity,f,{noun}
ubicuitina,ubiquitin,f [protein],{noun}
ubicuo,ubiquitous,,{adj}
ubiquitina,ubiquitin,f [protein],{noun}
ubiquitinación,ubiquitination,f,{noun}
ubre,udder,f,{noun}
ubérrimo,"very fruitful, abundant, lush",,{adj} [literary]
uchepo,"A tamale prepared with sweet corn, originating from the state of Michoacán",m [Mexico],{noun}
uchuva,"cape gooseberry, a fruit, Physalis peruviana, related to the tomatillo, yellow, and about 20 mm in diameter",f,{noun}
Ucrania,Ukraine,,{prop}
ucraniano,Ukrainian; Ukrainian person; Ukrainian language,,{adj}; {noun}; {prop}
ucranio,(of a person) Ukrainian,m,{noun}
Ud.,Abbreviated form of usted,,{abbr}
Uds.,Abbreviated form of ustedes,,{abbr}
Uds,"you (formal, plural)",,{pron}
UE,initialism of Unión Europea (English: EU),initialism,{noun}
uñeta,plectrum,f,{noun}
ufanarse,to take pride in; to boast about,,{v}
ufano,proud; smug,,{adj}
Uganda,Uganda,,{prop}
ugandés,Ugandan; Ugandan,,{adj}; {noun}
uh,Used to express disappointment or disdain,,{interj}
ukelele,ukulele,m,{noun}
ulama,A Mesoamerican game played with a rubber ball and racquet,f,{noun}
ulceración,ulceration,f,{noun}
ulcerar,to fester; to ulcerate,,{v}
ulceroso,ulcerous,,{adj}
Ulises,The letter U in the Spanish phonetic alphabet; Ulysses,,{prop}
ulterior,later; subsequent; ulterior,,{adj}
ulteriormente,subsequently,,{adv}
ultimar,to finalize; to complete; to kill,,{vt}
ultimátum,ultimatum,m,{noun}
ultraderecha,far right,f,{noun}
ultraestructura,ultrastructure,f,{noun}
ultraizquierda,far left,f,{noun}
ultrajar,"to rape; to insult; to offend, outrage",,"{v} [El Salvador, Venezuela]; {v}"
ultraje,"insult, offense",m,{noun}
ultraligero,"ultralight, microlight, superlight, lightweight",,{adj}
ultramar,abroad; overseas,m,{noun}
ultranza,extreme; to the extreme; to the utmost,f,{noun}
ultrarrojo,infrared,,{adj}
ultrasónico,ultrasonic,,{adj}
ultrasonido,ultrasound,m,{noun}
ultratumba,afterlife,f,{noun}
ultravioleta,ultraviolet,,{adj}
ulular,to hoot; to ululate; to wail; to howl,,{vi}
ululato,hoot; wail,m,{noun}
umbilicado,umbilicate,adj [mycology],{noun}
umbral,doorstep; threshold; stoop,m,{noun}
un,apocopic form of uno one; a,adj [before the noun],{noun}; {art}
una,Feminine of uno; Feminine of uno,,{adj}; {noun}
UNA,Universidad Nacional de Agricultura,acronym,{noun}
una de cal y otra de arena,"An alternation of two opposite things, for example hot and cold, good cop bad cop, zigzag, up and down, happy one minute and sad the next",f [idiomatic],{noun}
unanimidad,unanimously; unanimity,,{adv}; {noun}
unas,feminine of unos; some (some people),,{adj}
UNASUR,Union of South American Nations,acronym,{noun}
una vez más,once again,,{adv}
una y otra vez,repeatedly; over and over,adv [idiomatic],{noun}
uncial,uncial; uncial,,{adj}; {noun}
unción,unction,f,{noun}
uncir,to yoke,,{v}
un día es un día,what the heck; you only live once (said when making an exception to indulge in something),,{proverb}
un día más un día menos,"another day, another dollar",,{proverb}
undécimo,eleventh; eleventh,,{adj}; {noun}
ungüento,"unguent, salve",m,{noun}
ungir,anoint,,{v}
unicelular,unicellular,,{adj}
unicornio,unicorn,m,{noun}
unidad,"A unit (object, military, or measure); unity",f,{noun}
unidad astronómica,astronomical unit,f,{noun}
unidimensional,unidimensional,,{adj}
unido,"joined, linked; united",,{adj}
unificación,unification,f,{noun}
unificar,to unify,,{v}
uniformar,to standardize,,{v}
uniforme,"uniform, even; uniform, dress uniform",,{adj}; {noun}
uniformidad,uniformity,f,{noun}
unilateral,unilateral,,{adj}
unión,union,f,{noun}
Unión Africana,African Union,,{prop}
Unión Europea,European Union,,{prop}
unión libre,common-law marriage,f,{noun}
Unión Soviética,Soviet Union,,{prop}
unir,"to merge, to conflate; to unite",,{v}
unitario,"unitary; unit; one of Los Unitarios; member of the Partido Unitario, in 19th century Argentina; Unitarian (adherent of Unitarianism; Unitarian Christian; or Unitarian, member of the Unitarian Church) See also unitariano; Unitarian Universalist, see unitario universalista",,{adj}; {noun}; {noun}; {noun}
universal,universal,,{adj}
universalidad,universality,f,{noun}
universalmente,universally,,{adv}
universidad,university,f,{noun}
universitaria,feminine form of universitario,f,{noun}
universitario,of or relating to a university; university student,,{adj}; {noun}
universo,universe,m,{noun}
unánime,unanimous,,{adj}
unánimemente,unanimously,,{adv}
uno,one; one; one,determiner; num [cardinal],{noun}; {pron}
un poco,a bit; a little,,{adv}
unísono,"unison, unisonous; unison",,{adj}; {noun}
untar,to anoint; to bribe; to smear,,{v}
untosa,feminine form of untoso,,{adj}
ununbio,ununbium,m,{noun}
ununoctio,ununoctium (chemical element),m,{noun}
ununpentio,ununpentium,m,{noun}
ununquadio,[deprecated] flerovium (formerly ununquadium),m,{noun}
ununseptio,ununseptium,m,{noun}
ununtrio,ununtrium,m,{noun}
ups,oops,,{interj}
uracilo,uracil,m [organic compound],{noun}
uranilo,uranyl,m [chemistry],{noun}
uranio,uranium,m,{noun}
Urano,Uranus,,{prop}
urato,urate,m [organic compound],{noun}
urbanidad,politeness; urbanity,f,{noun}
urbanismo,city planning,m,{noun}
urbanización,housing development; housing estate; urbanization,f,{noun}
urbanizar,to develop (land for building houses); to urbanize,,{v}
urbano,urban; urbane,,{adj}
urbanístico,"urban, urbanistic",,{adj}
urbe,metropolis; city,f,{noun}
urdú,Urdu (language),,{prop}
urdimbre,warp (of the weave),f,{noun}
urdir,to conspire; to scheme; to warp (textiles),,{v}
urdu,Urdu (the Indo-Iranian language),,{prop}
ureasa,urease,f [enzyme],{noun}
uretra,urethra,f [anatomy],{noun}
uretral,urethral,,{adj}
urgencia,emergency; urgency,f,{noun}
urgente,urgent,,{adj}
urgentemente,urgently,,{adv}
urgir,"to be urgent, pressing",,{vi}
uribista,"Describing a supporter of Colombian president Álvaro Uribe, his administration, or policies, or describing a political ally or member of Uribe's administration; Of or relating to Colombian president Álvaro Uribe, his administration, or policies; A supporter of Colombian president Álvaro Uribe, his administration, or policies. A political ally or member of Uribe's administration",,{adj}; {noun}
uridina,uridine,f [organic compound],{noun}
urinario,urinary; urinal,,{adj}; {noun}
urólogo,urologist,m,{noun}
urna,poll; ballot box; urn,f,{noun}
uro,aurochs (Bos primigenius),m,{noun}
urogallo,wood grouse,m,{noun}
urológico,"urologic, urological",,{adj}
urología,urology,f,{noun}
urraca,magpie,f,{noun}
urraca de América,blue jay,f,{noun}
URSS,"USSR (Union of Soviet Socialist Republics, Soviet Union)",,{prop}
uréter,ureter,m,{noun}
Uruguay,Uruguay,,{prop}
uruguayo,Uruguayan; Uruguayan,,{adj}; {noun}
urushiol,urushiol,m [organic compounds],{noun}
usía,second person; your honor; you (singular),"pron [archaic, formal]",{noun}
usado,"used; worn, worn-out",,{adj}
usanza,custom; usage,f,{noun}
usar,To be fashionable; To be used; To consume; To use; To wear,,{vr}; {vt}; {vt}; {vt}
usarse,to be fashionable; to be used,,{v}
usencia,second person; your Excellency; you (singular); second person; your reverence; you (singular),"pron [archaic, formal]",{noun}
uso,usage; habit; use; wear (degradation),m,{noun}
