Spanish Word,Translation,Prevalence,Gender,Part-of-Speech
prestarnos,"to lend, lend us",0.46,,VERB
prestarse,"borrow, lend",0.14,,VERB
prestaría,"to lend, would lend, I would lend",0.63,,AUX
prestatario,borrower,0.14,M,NOUN
prestes,"to lend, prestes, lend",0.68,,VERB
prestidigitador,"conjurer, prestidigitator",0.46,M,NOUN
prestige,prestige,0.77,F,NOUN
prestigia,"prestigia, prestigious",0.57,F,NOUN
prestigiar,"prestige, give prestige",0.57,,VERB
prestigio,prestige,0.92,M,NOUN
prestigioso,"famous, prestigious",0.79,,ADJ
preston,preston,0.14,,PROPN
prestármelo,lend it to me,0.14,M,NOUN
presumiblemente,presumably,0.84,,ADV
presumido,"snooty, smug, conceited",0.67,,ADJ
presumir,"brag, to show off",0.84,,VERB
presunción,"presumptuousness, presumption",0.87,F,NOUN
presuntamente,allegedly,0.94,,ADV
presunto,alleged,0.89,,ADJ
presuntuoso,"presumptuous, conceited",0.7,,ADJ
presuponer,"presuppose, to presuppose",0.46,,VERB
presupuestado,"budgeted, included in the budget",0.57,,ADJ
presupuestar,budget,0.14,,VERB
presupuestario,"budgetary, budget",0.68,,ADJ
presupuesto,budget,0.96,M,NOUN
presurosamente,"promptly, hastily",0.46,,ADV
presuroso,"hasty, prompt",0.14,,ADJ
prete,prete,0.14,M,NOUN
pretecnología,"pretechnology, pre-technology",0.14,F,NOUN
pretelini,pretelini,0.14,,PROPN
pretencioso,pretentious,0.46,,ADJ
pretender,pretend,0.94,,VERB
pretenderlo,pretend it,0.57,,VERB
pretendes,"pretensions, you pretend, pretend",0.89,,DET
pretendidamente,allegedly,0.63,,ADV
pretendido,"claim (law), intended, the so-called duchess, alleged",0.86,,ADJ
pretendiente,"suitor, pretender",0.67,F,NOUN
pretensión,"pretension, plan, claim",0.88,F,NOUN
pretexto,pretext,0.85,M,NOUN
pretil,parapet,0.14,M,NOUN
pretróleo,"pre-oil, oil",0.14,M,NOUN
pretérita,"preterite, former",0.14,,DET
pretérito,"preterite, bygone, past tense",0.67,M,NOUN
prevalecer,"prevail, to prevail, prevake",0.78,,VERB
prevalecido,"to prevail, prevailed",0.57,,ADJ
prevalencia,prevalence,0.8,F,NOUN
prevalente,prevalent,0.57,M,NOUN
prevaricación,"willful neglect of duty, prevarication",0.46,F,NOUN
prevaricado,prevaricated,0.14,,ADJ
prevaricar,"prevaricar, prevaricate",0.14,,VERB
prevaricato,"prevarication, prevaricate",0.57,M,NOUN
preveer,"foresee, to provide",0.57,,VERB
prevención,prevention,0.89,F,NOUN
prevenido,"email, warned, well-prepared",0.77,M,NOUN
prevenir,"prevent, to prevent",0.91,,VERB
prevenirla,"prevent it, to prevent",0.46,,VERB
prevenirlas,prevent them,0.14,,VERB
prevenirle,"prevent him, to prevent",0.14,,VERB
prevenirlo,prevent it,0.14,,VERB
prevenirlos,prevent them,0.14,,VERB
preventivamente,preventively,0.57,,ADV
preventivo,preventive,0.91,,ADJ
prever,"foresee, to foresee, plan",0.87,,VERB
preverlo,foresee it,0.14,,VERB
previamente,previously,0.95,,ADV
previo,previous,0.95,M,NOUN
previsibilidad,predictability,0.46,F,NOUN
previsiblemente,"foreseeably, predictably",0.74,,ADV
previsional,pension,0.14,F,NOUN
previsión,"precaution, forecast",0.94,F,NOUN
previsor,"forward-looking, farsighted",0.63,M,NOUN
previsora,"forward-looking, farsighted",0.14,F,NOUN
previsoramente,foresightedly,0.14,M,NOUN
previsto,"expected&#x0d;, provided, to foresee, foreseen",0.96,,ADJ
previsualización,preview,0.14,F,NOUN
previsualizar,preview,0.14,,VERB
prew,"glory, prew",0.46,,SPACE
preysler,preysler,0.75,F,NOUN
preámbulo,"introduction, preamble",0.73,M,NOUN
preñado,pregnant,0.14,,ADJ
preñez,pregnancy,0.46,M,NOUN
prf,prf,0.14,,PROPN
prg,prg,0.14,,ADP
prh,"prh, phr",0.14,,PROPN
pri,"nic, pri",0.82,,SYM
priducto,priduct,0.14,M,NOUN
prieguez,prieguez,0.14,,PUNCT
prieto,"prieto, tight, firm",0.57,,ADJ
priismo,"of the, priismo",0.46,,AUX
primacía,"primacy, supremacy",0.83,F,NOUN
primado,"primate, primatial",0.63,,ADJ
primae,primae,0.57,,PROPN
primar,prime,0.73,,VERB
primariamente,primarily,0.14,,ADV
primario,primary,0.84,,ADJ
primark,primark,0.14,,ADJ
primavera,spring,0.95,F,NOUN
primax,primax,0.14,F,NOUN
prime,prime,0.92,,ADJ
primear,"primear, first",0.14,,VERB
primer,first,1.0,,ADJ
primeramente,"firstly, first of all, first",0.81,,ADV
primerescéptico,"first skeptic, firstskeptic",0.14,,ADJ
primero,first,0.99,,ADJ
primerísimo,very first,0.14,,ADJ
primetime,"primetime, first",0.68,,ADJ
primicia,"scoop, first fruit",0.57,F,NOUN
primitivamente,"primitively, primarily",0.14,,ADV
primitivo,primitive,0.92,,ADJ
primo,"cousin, prime",0.95,M,NOUN
primogénito,"firstborn, primogeniture",0.78,,PROPN
primor,"primor, beauty",0.46,,ADJ
primordialmente,"fundamentally, primarily",0.67,,ADV
prims,prims,0.14,M,NOUN
primu,"cousin, premium, primu",0.63,M,NOUN
prin,prin,0.14,M,NOUN
prince,prince,0.64,,PROPN
princesa,princess,0.92,F,NOUN
princeton,princeton,0.63,,PROPN
principado,principality,0.76,,ADJ
principalmente,"principally, mainly",0.98,,ADV
principe,"prince, edition, the prince",0.46,M,NOUN
principesca,princely,0.14,F,NOUN
principiante,"he's learner driver, beginner",0.8,F,NOUN
principio,"principle, beginning",0.99,M,NOUN
principiorum,"principlerum, principiorum",0.14,,PROPN
principlamente,mainly,0.14,,ADV
pringado,sucker,0.14,,ADJ
pringao,"sucker, scoundrel",0.73,F,NOUN
pringaos,"suckers, scumbags",0.57,F,NOUN
print,"print, prints",0.57,M,NOUN
priopiedad,ownership,0.13,F,NOUN
prior,prior,0.46,M,NOUN
priorato,priory,0.14,M,NOUN
prioridad,priority,0.96,F,NOUN
prioritario,priority,0.82,,ADJ
priorización,"priorization, prioritization",0.71,F,NOUN
priorizado,"prioritized, to give priority to",0.46,,ADJ
priorizar,"prioritized, to give priority to, prioritize",0.87,,VERB
priorizarla,prioritize it,0.13,,VERB
priorizarlos,prioritize them,0.13,,VERB
pris,pris,0.13,F,NOUN
prisa,"hurry, rush",0.97,F,NOUN
prisaico,"hurry, hurried",0.13,,ADJ
prisg,prisg,0.13,,PROPN
prision,prison,0.57,,PROPN
prisionero,prisoner,0.93,M,NOUN
prisión,"prison, incarceration",0.99,F,NOUN
prisma,prism,0.67,M,NOUN
prisoner,prisoner,0.13,,VERB
priterest,"priterest, priteest",0.13,,PROPN
prius,"primus stove, prius",0.46,M,NOUN
privacidad,privacy,0.98,F,NOUN
privación,deprivation,0.75,F,NOUN
privadamente,privately,0.13,M,NOUN
privado,private,0.96,,ADJ
privanza,"privacy, favour",0.46,F,NOUN
privar,deprive,0.7,,VERB
privarlas,deprive them,0.13,,VERB
privarle,"deprive you, deprive him",0.57,,VERB
privarles,deprive them,0.13,,VERB
privarlo,deprive him,0.46,,VERB
privarlos,deprive them,0.13,,VERB
privarse,"deprive, deprive yourself",0.13,,VERB
privarte,"deprive you, deprive yourself",0.13,,VERB
private,private,0.46,,ADJ
privatice,"privatize, to privatize",0.57,F,NOUN
privativo,"privative, proprietary",0.82,,ADJ
privatización,privatization,0.82,F,NOUN
privatizar,"privatize, to privatize",0.73,,VERB
privatizarla,privatize it,0.13,,VERB
privatizarlo,privatize it,0.13,,VERB
privatizarse,"be privatized, privatize",0.13,,VERB
privatísimo,"privatísimo, very private",0.13,,ADJ
privet,"privet, private, first",0.91,,VERB
privilegiado,"privileged, concessional",0.86,,ADJ
privilegiar,"privilege, to grant privilege to",0.73,,VERB
privilegio,privilege,0.91,M,NOUN
privilegió,"privilege, privileged",0.13,M,NOUN
priváu,private,0.57,,PROPN
prnewswire,prnewswire,0.63,,PROPN
pro,pro,0.94,F,NOUN
proa,bow,0.8,F,NOUN
proactivamente,"proactively, productively",0.73,F,NOUN
proactividad,"proactivity, productivity",0.46,F,NOUN
proactivo,proactive,0.7,,ADJ
prob,prob,0.13,,VERB
probabilidad,probability,0.93,F,NOUN
probabilística,probabilistic,0.46,F,NOUN
probabilístico,probabilistic,0.13,,ADJ
probablemente,"likely, probably",0.98,,ADV
probablemnte,probably,0.46,,ADV
probablmente,probably,0.13,,ADV
probado,"tested, proven, tried",0.95,,ADJ
probador,"fitting room, tester",0.46,M,NOUN
probailidad,"probaility, probability",0.13,F,NOUN
probandolo,testing it,0.13,,VERB
probar,"try, to prove, taste",0.97,,VERB
probarla,"to prove, try it",0.8,,VERB
probarlas,"to prove, try them",0.7,,VERB
probarlo,"to prove, time to try it., try it",0.88,,VERB
probarlos,"to prove, try them",0.57,,VERB
probarme,"test me, try me, to prove",0.46,,VERB
probarse,"try, try-on, to prove, to try on",0.76,,VERB
probarte,"try, taste you",0.13,,VERB
probidad,probity,0.13,F,NOUN
problablemente,probably,0.13,,ADV
problema,"of a problem, problem, issue",0.99,M,NOUN
problematicidad,"problematicity, problematic",0.13,F,NOUN
problematizar,"problems, problematize",0.46,,VERB
probleme,"probleme, problem",0.13,,VERB
problemo,"problemo, problem",0.13,M,NOUN
problemon,"problemon, problem",0.46,M,NOUN
problems,"problems, problem",0.63,M,NOUN
problemático,problematic,0.85,,ADJ
probárselo,try it on,0.13,,VERB
procedencia,"source, provenience, origin, provenance",0.88,F,NOUN
proceder,"proceed to, behavior, proceed",0.9,,VERB
procederemos,"we will proceed, we will proceed to",0.13,,AUX
procedido,"behavior, proceeded",0.71,,ADJ
procedimental,procedural,0.57,M,NOUN
procedimiento,"process, procedure",0.94,M,NOUN
procesado,"accused, processed, indicted",0.82,,ADJ
procesador,processor,0.9,M,NOUN
procesal,"procedural, right",0.57,M,NOUN
procesamiento,"processing, prosecution",0.89,M,NOUN
procesar,"to try, process",0.89,,VERB
procesarla,"process it, to reprocess",0.46,,VERB
procesarlo,process it,0.13,,VERB
procesarlos,"process them, to reprocess",0.46,,VERB
procesion,procession,0.13,,PROPN
procesión,procession,0.77,F,NOUN
proceso,"process, the process",0.99,M,NOUN
procesu,"process, processu",0.13,,PROPN
proclamación,proclamation,0.73,F,NOUN
proclamado,"proclaimed, to proclaim",0.76,,ADJ
proclamador,proclaimer,0.46,,ADJ
proclamar,"proclaim (to -), to proclaim, proclaim",0.79,,VERB
proclamarla,proclaim it,0.13,,VERB
proclamarlo,"proclaim it, to proclaim",0.49,,VERB
proclamarse,"to proclaim, proclaim oneself, proclaim",0.46,,VERB
proclarmarlo,proclaim it,0.13,,VERB
proclividad,"tendency, proclivity",0.13,F,NOUN
proclus,proclus,0.13,,PROPN
procrastinación,"procrastination, obstinacy",0.49,F,NOUN
procrastinar,"to procrastinate, procrastinate",0.46,,VERB
procreación,procreation,0.13,F,NOUN
procreado,procreated,0.13,,ADJ
procurado,procured,0.83,,ADJ
procurador,"procurator, attorney",0.75,M,NOUN
procuradora,"procuradora, attorney",0.13,F,NOUN
procurar,"to procure, procure",0.85,,VERB
procuraremos,"we will endeavor to, we will try",0.46,,AUX
procurarle,"provide you with, procure",0.13,,VERB
procurarles,"procure them, provide them with",0.13,,VERB
procurarnos,"provide us with, procure us",0.13,,VERB
procurarse,"go to, procure",0.13,,VERB
procúrate,"procure yourself, make sure",0.63,M,NOUN
prodi,prodi,0.13,M,NOUN
prodigalidad,prodigality,0.13,F,NOUN
prodigio,"wonder, prodigy",0.7,M,NOUN
prodigioso,prodigious,0.13,,ADJ
prodigó,"prodigal, lavished",0.13,,PROPN
produccido,produced,0.13,,ADJ
produccion,production,0.75,,PROPN
producción,production,0.98,F,NOUN
producido,"produced, to produce",0.95,,ADJ
producir,"lead to, produce, to produce",0.96,,VERB
producira,"to produce, will produce",0.46,,VERB
producirla,produce it,0.13,,VERB
producirle,"to, produce",0.13,,VERB
producirlos,"to produce, produce them",0.63,,VERB
producirse,"occur, happen, to produce",0.87,,VERB
producitivo,productive,0.13,,ADJ
product,"manager, product, products",0.7,M,NOUN
productito,"little product, product",0.13,M,NOUN
productivamente,productively,0.13,F,NOUN
productividad,productivity,0.94,F,NOUN
productivo,productive,0.96,,ADJ
producto,product,0.99,M,NOUN
productor,"producing, producer",0.95,M,NOUN
productora,"producing, producer, production company",0.91,F,NOUN
productu,"productu, product",0.46,,PROPN
produxit,"product, produxit",0.13,,PROPN
produz,"produz, produce",0.13,,VERB
prodúcense,occur,0.13,,PROPN
proelium,proelium,0.13,M,NOUN
proeza,feat,0.67,F,NOUN
profanado,"desecrated, defiled",0.13,,ADJ
profanar,"profane, desecrate, to desecrate",0.57,,VERB
profano,"profane, secular, layman",0.8,,ADJ
profe,"prof, teacher, profe",0.83,F,NOUN
profecia,prophecy,0.13,F,NOUN
profeco,"profeco, prophecy",0.75,,ADV
profecto,"profecto, profect",0.13,M,NOUN
profeionalmente,professionally,0.13,F,NOUN
proferido,"uttered, broadcasted, to utter",0.63,,ADJ
proferir,"utter, to utter",0.71,,VERB
profesa,"to profess, professes",0.64,F,NOUN
profesado,"to profess, professed",0.46,,ADJ
profesar,"to profess, profess",0.63,,VERB
profesarlo,profess it,0.13,,VERB
profesion,profession,0.13,,PROPN
profesional,"advice, professional",0.98,F,NOUN
profesionalidad,professionalism,0.82,F,NOUN
profesionalismo,professionalism,0.13,M,NOUN
profesionalización,professionalization,0.46,F,NOUN
profesionalizado,professionalized,0.13,,ADJ
profesionalmente,professionally,0.81,,ADV
profesión,profession,0.94,F,NOUN
profesor,"teacher, professor",0.99,M,NOUN
profesora,"teacher, professor, attaché",0.99,F,NOUN
profesoril,teacher,0.13,,PROPN
profeta,prophet,0.95,,PROPN
profetismo,"prophetism, prophecy",0.13,M,NOUN
profetizado,"to prophesy, prophesied",0.46,M,NOUN
profetizo,"I prophesy, i prophesy",0.13,M,NOUN
profezor,"teacher, profezor",0.13,,AUX
proforma,"pro forma, proforma",0.13,F,NOUN
profundamente,"profoundly, deeply",0.97,,ADV
profundidad,depth,0.95,F,NOUN
profundización,deepening,0.75,F,NOUN
profundizado,deepened,0.57,,ADJ
profundizar,deepen,0.9,,VERB
profundizarlas,deepen them,0.13,,VERB
profundo,deep,0.97,,ADJ
profundísimo,very deep,0.13,,ADJ
profusamente,profusely,0.8,,ADV
profusión,profusion,0.72,F,NOUN
proféticamente,prophetically,0.13,,ADV
profético,prophetic,0.13,,ADJ
progama,program,0.13,,PROPN
progenerat,"progenerat, progenerate",0.13,,PROPN
progenitor,"parent, progenitor, ancestor",0.83,M,NOUN
progenitora,"parent, progenitor, ancestor",0.46,F,NOUN
program,program,0.86,M,NOUN
programa,"program, the programme",0.98,M,NOUN
programación,"programming, programs*",0.94,F,NOUN
programado,"to schedule, programmed",0.82,,ADJ
programador,programmer,0.92,M,NOUN
programar,"program, to schedule",0.92,,VERB
programario,"program, programs*, programmer",0.46,,ADJ
programarlas,"program them, schedule them",0.13,,VERB
programarme,"schedule me, program me",0.13,,VERB
programarse,"be programmed, schedule",0.13,,VERB
programasgratis,free programs,0.13,,PROPN
programe,"program, schedule, to schedule",0.63,,VERB
programen,"program, to schedule",0.69,M,NOUN
programilla,"joint grass, little program, programilla",0.46,F,NOUN
programé,"programmed, i programmed",0.13,,PRON
programó,"to schedule, programmed, scheduled",0.46,,ADJ
progre,"progre, trendy, progress",0.7,F,NOUN
progrediente,"progressive, ingredient",0.13,,ADV
progremugrista,"progremugrist, pro-progressive",0.13,F,NOUN
progrerío,"program, progress",0.13,M,NOUN
progresado,"progressed, to make progress",0.67,,ADJ
progresar,"to make progress, progress",0.82,,VERB
progresion,progression,0.13,,PROPN
progresismo,"progressivism, progressive way of thinking",0.73,M,NOUN
progresivamente,progressively,0.91,,ADV
progresividad,"progressiveness, progressivity",0.13,F,NOUN
progresivo,progressive,0.9,,ADJ
progresión,progression,0.82,F,NOUN
progreso,progress,0.96,M,NOUN
prohibicion,prohibition,0.13,,NUM
prohibición,"ban, prohibition",0.94,F,NOUN
prohibido,"forbidden fruit, forbidden",0.94,,ADJ
prohibir,"to prohibit, ban, prohibit",0.94,,VERB
prohibira,"forbid, prohibit",0.13,F,NOUN
prohibirla,"ban it, prohibit it",0.13,,VERB
prohibirlas,"prohibit them, ban them, to prohibit",0.63,,VERB
prohibirle,"prohibit him, forbid him",0.63,,VERB
prohibirlo,"ban it, to prohibit",0.63,,VERB
prohibirlos,"prohibit them, ban them, to prohibit",0.46,,VERB
prohibirse,"be prohibited, to prohibit",0.58,,VERB
prohibitivamente,prohibitively,0.13,,ADV
prohibiéndoles,"forbidding them, prohibiting them",0.13,,VERB
proiettili,proiettili,0.13,F,NOUN
prolactina,prolactin,0.58,F,NOUN
prole,"offspring, kids, proles",0.76,F,NOUN
prolealimento,"prolealimento, food",0.46,M,NOUN
prolegómeno,prolegomenon,0.13,M,NOUN
proletariado,proletariat,0.75,,ADJ
proletario,proletarian,0.57,M,NOUN
proliant,proliant,0.13,,PROPN
proliferacion,proliferation,0.13,,PROPN
proliferación,proliferation,0.88,F,NOUN
proliferado,"to proliferate, proliferated",0.58,,ADJ
proliferante,"proliferating, to proliferate",0.46,F,NOUN
proliferar,proliferate,0.13,,VERB
prolijidad,"prolixity, neatness",0.13,F,NOUN
prolijo,"tidy, neat",0.13,,ADJ
prologo,"prologue, foreword",0.46,M,NOUN
prolongación,extension,0.75,F,NOUN
prolongado,"long, dragged on",0.9,,ADJ
prolongador,"extension, protractor",0.13,,ADJ
prolongar,"to extend, extend, prolong",0.84,,VERB
prolongarla,prolong it,0.13,,VERB
prolongarse,"be extended, to extend, extend",0.46,,VERB
prolongándolo,"prolonging it, extending it",0.13,,VERB
prolífico,prolific,0.75,,ADJ
promediar,average,0.13,,VERB
promedio,average,0.94,M,NOUN
promero,"promero, sooner",0.13,,ADJ
promesa,promise,0.95,F,NOUN
prometedor,promising,0.88,,ADJ
prometer,"to promise, pledge",0.84,,VERB
prometerle,"to promise, promise, promise you",0.46,,VERB
prometerles,promise them,0.13,,VERB
prometerse,"to promise, pledge, promise",0.46,,VERB
prometido,"fiancé, fiance, engaged",0.92,,ADJ
prominencia,"bump, prominence",0.67,F,NOUN
promiscue,"promiscue, promiscuous",0.13,F,NOUN
promiscuidad,promiscuity,0.68,F,NOUN
promisión,"promise, promission",0.13,F,NOUN
promisoria,promising,0.13,F,NOUN
promisorio,"promising, promissory",0.57,M,NOUN
promocion,promotion,0.46,,PROPN
promocionar,"promote, to promote",0.9,,VERB
promocionarla,promote it,0.13,,VERB
promocionarlas,"promocionarse, promote them",0.46,,VERB
promocionarlo,"promocionarse, promote it",0.57,,VERB
promocionarlos,promote them,0.13,,VERB
promocionarse,promote yourself,0.63,,VERB
promocione,promote,0.13,,VERB
promoción,promotion,0.95,F,NOUN
promontorio,"hill, promontory",0.46,M,NOUN
promotor,"the development company, promotor, activator, promoter",0.76,M,NOUN
promover,"promote, to promote",0.95,,VERB
promoverlo,"to promote, promote it",0.46,,VERB
promovido,"promoted, to promote",0.85,,ADJ
promueva,"promote, to promote",0.46,,PROPN
promulgación,"promulgation, enactment",0.85,F,NOUN
promulgado,"<g id=""0""/>enacted:, to enact, issued, enacted",0.78,,ADJ
promulgar,"to enact, enact",0.71,,VERB
promulgated,promulgated,0.13,,PROPN
promusicae,promusicae,0.57,,PROPN
pronfundizo,"pronfundizo, i deepen",0.13,M,NOUN
prono,prone,0.63,F,NOUN
pronombre,pronoun,0.13,M,NOUN
pronosticado,"predicted, forecasted, to forecast",0.46,,ADJ
pronosticar,"forecast, to forecast, predict",0.46,,VERB
pronostico,forecast,0.13,,ADJ
prontamente,"promptly, soon",0.71,,ADV
prontito,"very soon, soon",0.13,,ADV
prontitud,"promptly, readiness, promptness",0.79,F,NOUN
prontísimo,very soon,0.13,,ADV
pronunciación,pronunciation,0.86,F,NOUN
pronunciadamente,sharply,0.13,,ADV
pronunciado,"pronounced, sharp",0.91,,ADJ
pronunciamiento,pronouncement,0.57,M,NOUN
pronunciar,"pronounce, to pronounce",0.92,,VERB
pronunciarlo,"to pronounce, pronounce it",0.57,,VERB
pronunciarse,"pronounce, to pronounce, contact",0.82,,VERB
pronuncio,"pronounce, pronounced, to pronounce",0.57,,ADJ
pronóstico,forecast,0.86,,ADJ
propaga,"propagates, to spread",0.67,F,NOUN
propagación,"spread, propagation",0.9,F,NOUN
propagado,"propagated, to spread",0.68,,ADJ
propaganda,propaganda,0.96,F,NOUN
propagandista,propagandist,0.67,F,NOUN
propagandístico,"propagandistic, propaganda",0.57,,ADJ
propagar,"propagate, to spread, spread",0.82,,VERB
propagarse,"propagate, to spread, spread",0.57,,VERB
propaló,propagated,0.13,,PRON
propano,propane,0.13,M,NOUN
propanu,"propanu, propane",0.13,M,NOUN
propensión,"tendency, propensity",0.75,F,NOUN
propenso,"prone, prone to sth, susceptible",0.78,,ADJ
propia,"own, store brand",0.99,,DET
propiamente,"properly, exactly",0.9,,ADV
propiciación,propitiation,0.46,F,NOUN
propiciado,"to favor, facilitated by, propitiated",0.64,,ADJ
propiciar,"to favor, propitiate, propitiate (to -)",0.79,,VERB
propicio,"propitious, favorable, auspicious, opportune",0.86,,ADJ
propiedad,"property owner, property",0.98,F,NOUN
propiedadpremium,"propertypremium, premiumproperty",0.13,M,NOUN
propiedá,property,0.13,M,NOUN
propietario,owner,0.96,M,NOUN
propinar,"propinar, tip, to give",0.46,,VERB
propinarle,"propinarle, to give, tip him",0.46,,VERB
propio,own,0.99,,ADJ
proponente,"proponent, proposer",0.57,M,NOUN
proponer,"to propose, propose",0.91,,VERB
proponerles,"to propose, propose to them",0.63,,VERB
proponerlo,"propose it, to propose",0.46,,VERB
proponerme,"to propose, propose, propose to me",0.46,,VERB
proponerse,"to propose, propose",0.67,,VERB
proponerselo,"propose it to you, propose",0.13,,VERB
proponerte,propose,0.13,,VERB
propones,"you propose, to propose",0.87,,VERB
proponlo,propose it,0.13,,PROPN
proponérmelo,"propose to me, propose it to me",0.13,,VERB
proponértelo,"propose it to you, propose",0.13,,VERB
proporcionado,provided,0.89,,ADJ
proporcionalidad,proportionality,0.78,F,NOUN
proporcionalmente,proportionally,0.73,,ADV
proporcionar,provide,0.95,,VERB
proporcionarlas,provide them,0.13,,VERB
proporcionarle,"or facilitarle algo alguien, provide you with, provide",0.73,,VERB
proporcionarles,"provide them, provide them with",0.63,,VERB
proporcionarlos,provide them,0.13,,VERB
proporcionarme,"provide me with, provide me",0.13,,VERB
proporcionarnos,provide us with,0.63,,VERB
proporcionarte,"provide you, provide you with",0.13,,VERB
proporción,"proportion, ratio",0.91,F,NOUN
proposición,"proposition, proposal",0.95,F,NOUN
propositividad,"proactivity, propositivity",0.13,F,NOUN
proposito,purpose,0.57,M,NOUN
propritario,"proprietary, propritario",0.13,,ADJ
proprocionalidad,"proportionality, proprotionality",0.13,F,NOUN
propuesta,proposal,0.98,F,NOUN
propuesto,"to propose, proposed",0.92,,ADJ
propugnar,"to support, advocate",0.46,,VERB
propulsado,"propelled, to promote, powered",0.57,,ADJ
propulsar,"propel, to promote",0.46,,VERB
propulsion,propulsion,0.7,,PROPN
propulsión,propulsion,0.83,F,NOUN
propulsor,"propeller, propellant",0.13,M,NOUN
propón,"to propose, propose",0.57,M,NOUN
propósito,purpose,0.98,M,NOUN
prorrata,pro rata,0.13,F,NOUN
prorrogado,extended,0.13,,ADJ
prorrumpía,burst,0.13,,VERB
prosaicamente,prosaically,0.13,,ADV
prosaico,"prosaic, mundane",0.46,,ADJ
prosaísmo,prosaism,0.13,M,NOUN
proscribir,outlaw,0.13,,VERB
proscrito,"outlaw, to ban",0.46,M,NOUN
proseguir,"continue, pursue, to continue",0.83,,VERB
proseguirlas,"continue them, follow them",0.13,,VERB
proselitismo,"proselytizing, proselytism",0.82,M,NOUN
proselytism,proselytism,0.13,M,NOUN
proslogion,proslogion,0.13,,PROPN
prosocialidad,prosociality,0.13,F,NOUN
prosodia,prosody,0.13,F,NOUN
prosoli,prosoli,0.13,M,NOUN
prospección,"canvassing, prospecting",0.13,F,NOUN
prospectiva,"prospective, foresight, futurology",0.67,F,NOUN
prospectivar,"prospect, prospectivar",0.13,,VERB
prospectivo,prospective,0.13,,ADJ
prospeo,"prospeo, prosperous",0.13,,ADJ
prospera,"prospera, thrives, to prosper",0.67,F,NOUN
prosperado,"prospered, to prosper, succeeded",0.67,,ADJ
prosperar,"to prosper, thrive, to flourish",0.81,,VERB
prosperidad,prosperity,0.88,F,NOUN
prosternado,"prostrate, to prostrate oneself",0.46,,ADJ
prosti,"prosti, whore",0.13,,PROPN
prostitución,prostitution,0.88,F,NOUN
prostituido,prostituted,0.13,,ADJ
prostituir,"to prostitute, prostitute",0.46,,PROPN
prostituta,"male prostitute, prostitute",0.77,F,NOUN
prostituya,prostitute,0.13,,PROPN
prostituyéndose,"prostituting, whoring",0.13,,VERB
prosumer,"to show off, prosumer",0.46,M,NOUN
prosumidor,prosumer,0.72,,ADJ
prosélito,"convert, proselyte",0.46,M,NOUN
prot,"prot, bow",0.57,,PROPN
protagonismo,"protagonism, leadership, prominence",0.9,M,NOUN
protagonista,"protagonist, leading player",0.96,F,NOUN
protagonizado,"to star in, starring",0.84,,ADJ
protagonizar,"to star in, star, starring",0.8,,VERB
protagónico,"protagonist, central, leading role",0.63,,ADJ
proteccionismo,protectionism,0.57,M,NOUN
proteccionista,protectionist,0.57,F,NOUN
protección,protection,0.98,F,NOUN
protecion,protection,0.46,,PROPN
protector,"protector, protective",0.89,M,NOUN
protectorado,protectorate,0.46,M,NOUN
protectoramente,protectively,0.13,F,NOUN
proteger,"protect, i protect, to protect",0.97,,VERB
protegerla,"protect it, protect her, to protect",0.75,,VERB
protegerle,"protect you, protect him, to protect",0.63,,VERB
protegerlo,"protect it, to protect, protect him, importance of protecting it.",0.79,,VERB
protegerlos,"to protect, protect them",0.81,,VERB
protegerme,protect me,0.13,,VERB
protegernos,"to protect, protect us",0.75,,VERB
protegerr,protect,0.13,,PROPN
protegerse,"protect yourself, to protect",0.9,,VERB
protegido,protected,0.91,,ADJ
protegiéndolos,protecting them,0.13,,VERB
protejer,protect,0.13,,VERB
protesta,protest,0.94,F,NOUN
protestado,"to protest, protested",0.58,,ADJ
protestante,"Protestant, protestant",0.94,,ADP
protestantismo,"Protestantism, protestantism",0.89,M,NOUN
protestar,"to protest, protest",0.89,,VERB
protestarán,"to protest, they will protest, will protest",0.46,,AUX
proteste,"to protest, protest",0.57,F,NOUN
protesto,protest,0.13,,ADJ
proteína,protein,0.87,F,NOUN
protocientífico,"proto-scientist, protoscientific",0.13,,ADJ
protocolario,"formal, protocol",0.46,M,NOUN
protocolo,protocol,0.94,M,NOUN
protodravídico,"protodravid, protodravidian",0.46,,ADJ
protoevangelio,"gospel, protoevangelium",0.57,,PROPN
protohistoria,"history, protohistory",0.46,F,NOUN
protohistórico,protohistoric,0.13,,ADJ
protomártir,protomartyr,0.13,,VERB
protonmail,protonmail,0.57,,PROPN
protoshivaísta,protoshivaist,0.13,F,NOUN
prototipado,"typical, prototyping, prototyped",0.48,M,NOUN
prototipar,prototype,0.13,,VERB
prototipo,"prototype, archetype",0.89,M,NOUN
prototipu,"prototype, prototipu, archetype",0.46,,SPACE
prototípico,"prototype, prototypical",0.13,,ADJ
protégelas,protect them,0.13,,VERB
proudhon,proudhon,0.46,M,NOUN
provablemente,probably,0.13,F,NOUN
provecho,"advantage, profit, benefit",0.91,M,NOUN
provechoso,useful,0.68,,ADJ
provecto,"provecto, project",0.13,M,NOUN
proved,"proved, provided",0.13,M,NOUN
provedor,"provider, supplier",0.13,M,NOUN
proveedor,"vendor, supplier",0.95,M,NOUN
proveedora,supplier,0.13,F,NOUN
proveedore,"suppliers, supplier",0.13,,VERB
